market,stock_id,stock_name,trade_date,open,high,low,close,volume,turnover,low9,high9,RSV,K,D,K_prev,K_prev2,D_prev,TR,ATR14,MA5,MA20,STD20,BB_WIDTH,ATR_PCT,ATR_Q30_60,BBW_Q30_60,VOL5,VOL20,TURNOVER20,HIGH20_PREV,HIGH10_PREV,pct_change,return_5d,return_20d,return_60d,volume_ratio,volume_dry_ratio,distance_to_high20_pct,golden_cross,breakout_20d,volatility_compression,volatility_release,liquid,industry_code,industry,relative_return_5d,relative_return_20d,market_above_ma60,trend_turn,kd_acceleration,return_5d_momentum,relative_strength_5d,volume_momentum,early_breakout,near_breakout_zone,excluded_as_extended,setup_score
TWSE,6177,達麗,2026-09-04,49.35,50.3,48.9,49.2,3109308.0,154707015.0,46.95,50.3,67.16417910447772,57.3539810431343,50.88255509609095,52.44888201246258,38.048323018693914,47.64684212256927,1.5499999999999972,1.2464285714285717,47.96,47.955,0.6658789205570347,0.05554198065328201,0.025333914053426252,0.02188266219489335,0.05469189014866331,1687445.6,2187371.6,104852148.9,49.5,49.2,0.9230769230769376,3.4700315457413478,0.819672131147553,5.579399141630903,1.421481379752759,0.7714489847084053,0.6060606060606003,False,False,False,True,True,14,建材營造,2.995882776384895,-4.437924603436305,True,True,True,True,True,True,True,True,False,14
TWSE,4770,上品,2026-09-04,224.5,228.0,219.0,226.5,882741.0,198383445.0,202.0,228.0,94.23076923076923,76.13219594033798,62.84287997007231,67.08290929512235,64.03899808902499,56.19822198493947,11.0,6.785714285714286,218.7,215.725,5.782175423798556,0.10721382174154236,0.029959003468937245,0.028641851106639835,0.0931613764777832,677771.6,417918.0,90523382.7,228.0,222.5,4.377880184331806,5.348837209302326,4.618937644341803,4.861111111111116,2.1122349360400845,1.6217813063806774,0.6578947368421052,False,False,False,False,True,21,化學工業,4.874688439945873,-0.6386590902420552,True,True,True,True,True,True,True,True,False,13
TWSE,2801,彰銀,2026-09-04,26.6,26.7,26.2,26.6,25691019.0,679948302.0,23.75,26.9,90.47619047619057,89.90827004098844,86.35079051124346,89.62430982338736,89.19836949698576,84.57205074637096,0.5,0.5321428571428571,25.85,24.3525,1.0268084175325993,0.1686575780774211,0.020005370569280343,0.019712690939357368,0.08824388890352049,31007205.6,19032150.4,469457218.3,26.9,26.9,0.0,7.042253521126751,14.90280777537798,19.01565995525727,1.349874736172745,1.6292013749534053,1.115241635687722,False,False,False,True,True,17,金融保險,6.568104751770298,9.645211040794122,True,True,True,True,True,True,False,True,False,12
TWSE,2617,台航,2026-09-04,32.8,32.95,32.0,32.45,2542585.0,82663408.0,30.3,33.0,79.62962962962973,61.32904338325219,54.55230154488891,52.17875026006342,41.23108835305815,51.16393062570727,0.9500000000000028,1.125,31.630000000000003,30.6,1.214279080034946,0.15872929150783605,0.03466872110939907,0.01709864511528404,0.05414627281238091,2141162.0,2250926.7,70266695.05,33.0,33.0,0.46439628482974893,6.568144499178996,12.283737024221475,9.443507588532896,1.1295725444991167,0.9512357732484136,1.666666666666658,False,False,False,False,True,15,航運業,6.093995729822543,7.026140289637617,True,True,True,True,True,True,False,True,False,11
TWSE,2305,全友,2026-09-04,30.4,31.8,29.05,30.85,12795506.0,390331818.0,25.7,31.9,83.06451612903231,71.83049940984993,63.644121202605305,66.21349105025875,63.83636560764618,59.55093209898299,2.75,1.7607142857142855,30.119999999999997,28.720000000000006,1.5384886637286412,0.21427418714883578,0.05707339661958786,0.07185841332580462,0.3112033722074894,7178032.0,5782246.3,169828935.25,31.9,31.9,2.491694352159479,6.379310344827593,16.415094339622648,36.20309050772627,2.2128953586774744,1.2413916024296647,3.2915360501567315,False,False,True,False,True,25,電腦及週邊設備業,5.905161575471141,11.15749760503879,True,True,True,True,True,True,False,True,False,11
TWSE,2353,宏碁,2026-09-04,31.95,33.05,31.95,32.7,40071025.0,1305114004.0,30.55,33.05,86.00000000000021,72.065078660912,67.12675382430581,65.0976179913679,81.36735721961001,64.65759140600271,1.7999999999999972,0.8464285714285718,31.869999999999997,31.360000000000003,0.5521727418500729,0.07043019666455011,0.02588466579292268,0.03681147625543035,0.15402884311912296,20527142.6,18858424.8,597231539.8,33.2,32.7,4.64,5.996758508914102,8.099173553719009,-9.66850828729282,2.1248341483961055,1.0884865951264393,1.506024096385542,False,False,True,False,True,25,電腦及週邊設備業,5.522609739557649,2.8415768191351507,True,True,False,True,True,True,True,True,False,11
TWSE,2520,冠德,2026-09-04,37.1,37.55,36.45,37.1,3575465.0,132635184.0,34.85,37.55,83.33333333333347,69.98599598422047,61.80647566905578,63.312327309663964,50.403273573191605,57.71671551147344,1.0999999999999943,0.9892857142857133,36.480000000000004,35.877500000000005,0.7512226875673154,0.08375418438490032,0.026665383134385802,0.025941959275292623,0.07236774850878444,1974238.4,1726619.9,61927162.35,37.15,37.15,0.5420054200542035,5.099150141643083,6.916426512968288,4.2134831460674205,2.0707887126749784,1.1434122819967498,0.13458950201883488,False,False,False,False,True,14,建材營造,4.62500137228663,1.6588297783844297,True,True,True,True,True,True,False,True,False,11
TWSE,6196,帆宣,2026-09-04,516.0,528.0,501.0,516.0,2366376.0,1220479257.0,462.5,528.0,81.67938931297711,68.2932146667594,60.0592437638584,61.60012734365055,61.40845547828574,55.942258312407894,28.0,20.642857142857142,500.0,499.875,9.844681973424912,0.07877715007491802,0.040005537098560355,0.054386949187001335,0.15643140533443267,1722866.8,1208281.4,608595364.7,525.0,523.0,3.200000000000003,4.771573604060908,4.5592705167173175,3.200000000000003,1.9584643113764726,1.425882083428579,1.7142857142857144,False,False,True,False,True,31,其他電子業,4.297424834704455,-0.6983262178665406,True,True,True,True,True,True,False,True,False,11
TWSE,2855,統一證,2026-09-04,50.9,51.2,50.1,50.7,4309596.0,218487143.0,45.35,51.2,91.45299145299145,89.57655910753385,83.46456820671695,88.63834293480507,84.79237678752868,80.4085727563085,1.1000000000000014,1.1035714285714289,50.089999999999996,47.697500000000005,1.586080488433603,0.1330116243772611,0.021766694843617925,0.0353899194024202,0.16252355781296196,4621232.6,3748276.2,179028845.0,50.8,50.8,0.19762845849802257,4.428424304840384,13.932584269662929,-1.1695906432748426,1.1497541189734097,1.2328954307049196,0.1968503937007762,False,False,True,False,True,17,金融保險,3.954275535483931,8.67498753507907,True,True,True,True,True,True,False,True,False,11
TWSE,2889,國票金,2026-09-04,16.55,16.75,16.35,16.6,20648721.0,341869310.0,15.35,16.8,86.2068965517242,70.47889294487213,64.07637625764977,62.614891141446094,55.99130222941056,60.87511791403858,0.3999999999999986,0.3571428571428569,16.13,15.75,0.360555127546389,0.09156955620225753,0.02151462994836487,0.015182463124585325,0.04577029272062605,27219771.8,14660049.3,233260416.1,16.8,16.8,0.911854103343468,4.402515723270439,8.496732026143805,10.299003322259148,1.4085028349802342,1.8567312594235272,1.1904761904761862,False,False,False,False,True,17,金融保險,3.9283669539139865,3.239135291559947,True,True,True,True,True,True,False,True,False,11
